web-scraper-order,web-scraper-start-url,Brands,Brands-href,Models,Models-href,Pages,Pages-href,Model,Network Technology,Announced,Status,Dimensions,Weight,Build,SIM,IP Rating,Display Type,Display Size,Display Resolution,Display Protection,Operating Software,Chipset,CPU,GPU,SD Card Slot,Internal Storage,Storage Type,Number of Rear Cameras,Camera,Camera Features,Rear Video,Number of Selfie Cameras,Selfie Features,Selfie Video,Headphone Jack,WLAN Technology,Bluetooth,NFC,Radio,USB,Sensors,UWB,Battery,Charging,Colors,Loudspeaker,Battery Life,Price,Approx Price
"1672838139-12787","https://www.gsmarena.com/makers.php3","ZTE
346 devices","https://www.gsmarena.com/zte-phones-62.php","N280","https://www.gsmarena.com/zte_n280-3601.php","8","https://www.gsmarena.com/zte-phones-f-62-0-p8.php","ZTE N280","GSM","2010. Released 2010","Discontinued","113 x 56 x 14 mm (4.45 x 2.20 x 0.55 in)","130 g (4.59 oz)","null","GSM 900 / 1800 - SIM 1","null","TFT resistive touchscreen, 256K colors","2.8 inches, 24.3 cm2 (~38.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)","null","null","null","null","null","microSD (dedicated slot)","32MB","null","","VGA","null","176x144","Loudspeaker","null","null","No","No","2.0, A2DP","null","No","Proprietary","","Analog TV

Organizer

MP3 player

MP4/H.263 player

Voice memo

Predictive text input","Removable Li-Ion battery","null","Black","null","null","null","null"
"1672838141-12788","https://www.gsmarena.com/makers.php3","ZTE
346 devices","https://www.gsmarena.com/zte-phones-62.php","N290","https://www.gsmarena.com/zte_n290-3602.php","8","https://www.gsmarena.com/zte-phones-f-62-0-p8.php","ZTE N290","GSM","2010. Released 2010","Discontinued","112 x 55 x 13 mm (4.41 x 2.17 x 0.51 in)","106 g (3.74 oz)","null","Mini-SIM","null","TFT resistive touchscreen, 256K colors","3.2 inches, 29.1 cm2 (~47.3% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)","null","null","null","null","null","microSDHC (dedicated slot)","20MB","null","Single","3.2 MP","null","Yes","Loudspeaker","null","","No","No","2.0, A2DP","null","FM radio","Proprietary","","Digital TV

Organizer

MP3 player

MP4/H.263 player

Voice memo

Predictive text input","Removable Li-Ion 1500 mAh battery","null","Black","null","null","null","null"
"1672838143-12789","https://www.gsmarena.com/makers.php3","ZTE
346 devices","https://www.gsmarena.com/zte-phones-62.php","X990D","https://www.gsmarena.com/zte_x990d-3603.php","8","https://www.gsmarena.com/zte-phones-f-62-0-p8.php","ZTE X990D","GSM","2010. Released 2010","Discontinued","107 x 61 x 12 mm (4.21 x 2.40 x 0.47 in)","90 g (3.17 oz)","null","GSM 900 / 1800 - SIM 1","null","TFT resistive touchscreen, 256K colors","2.5 inches, 19.4 cm2 (~29.7% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~160 ppi density)","null","null","null","null","null","microSDHC (dedicated slot)","null","null","","2 MP","null","Yes","Loudspeaker","null","null","No","No","2.0, A2DP","null","Stereo FM radio, RDS","microUSB 2.0","","MP3/WMA/eAAC+ player

MP4/H.264 player

Organizer

Voice memo

Predictive text input","Removable Li-Ion battery","null","White","null","null","null","null"
"1672838145-12790","https://www.gsmarena.com/makers.php3","ZTE
346 devices","https://www.gsmarena.com/zte-phones-62.php","Sage","https://www.gsmarena.com/zte_sage-3737.php","8","https://www.gsmarena.com/zte-phones-f-62-0-p8.php","ZTE Sage","GSM","2010. Released 2010","Discontinued","93 x 49 x 13.5 mm (3.66 x 1.93 x 0.53 in)","80 g (2.82 oz)","null","Mini-SIM","null","TFT resistive touchscreen, 65K colors","","","null","null","null","null","null","microSDHC (dedicated slot)","10MB","null","","1.3 MP","null","No","Loudspeaker","null","null","No","No","Yes","null","Stereo FM radio","Proprietary","","MP4/H.263 player

MP3/WAV/AAC+ player

Organizer

Voice memo

Predictive text input","Removable Li-Ion battery","null","Black","null","null","null","null"
"1672838147-12791","https://www.gsmarena.com/makers.php3","ZTE
346 devices","https://www.gsmarena.com/zte-phones-62.php","Blade","https://www.gsmarena.com/zte_blade-3391.php","8","https://www.gsmarena.com/zte-phones-f-62-0-p8.php","ZTE Blade","GSM / HSPA","2010, October. Released 2010, November","Discontinued","116 x 56.5 x 11.8 mm (4.57 x 2.22 x 0.46 in)","110 g (3.88 oz)","null","Mini-SIM","null","AMOLED or LCD, 256K colors","3.5 inches, 34.9 cm2 (~53.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~267 ppi density)","null","Android 2.1 (Eclair), upgradable to 2.2 (Froyo)","Qualcomm MSM7227 Snapdragon S1","600 MHz ARM 11","Adreno 200","microSDHC (dedicated slot), 2 GB included","512MB RAM, 512MB","null","Single","3.15 MP, AF","null","Yes","","null","null","Yes","Wi-Fi 802.11 b/g, hotspot (Android 2.2)","2.1, A2DP, EDR","null","Stereo FM radio, RDS","microUSB 2.0","Accelerometer, proximity, compass","MP4/H.264 player

MP3/WAV/eAAC+ player

Organizer

Voice memo

Predictive text input","Removable Li-Ion 1250 mAh battery","null","Black","null","null","null","About 170 EUR"
"1672838149-12792","https://www.gsmarena.com/makers.php3","ZTE
346 devices","https://www.gsmarena.com/zte-phones-62.php","Rio","https://www.gsmarena.com/zte_rio-4073.php","8","https://www.gsmarena.com/zte-phones-f-62-0-p8.php","ZTE Rio","GSM","2011. Released 2011","Discontinued","107 x 61 x 12 mm (4.21 x 2.40 x 0.47 in)","90 g (3.17 oz)","null","Mini-SIM","null","TFT resistive touchscreen, 256K colors","2.4 inches, 17.8 cm2 (~27.3% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~167 ppi density)","null","null","null","null","null","microSDHC (dedicated slot)","1MB","null","","2 MP","null","Yes","Loudspeaker","null","null","Yes","No","Yes","null","FM radio","miniUSB 2.0","","MP3/eAAC+ player

MP4/H.263 player

Organizer

Voice memo

Predictive text input","Removable Li-Ion battery","null","Black, Pink","null","null","null","null"
"1672838152-12793","https://www.gsmarena.com/makers.php3","ZTE
346 devices","https://www.gsmarena.com/zte-phones-62.php","Libra","https://www.gsmarena.com/zte_libra-3790.php","8","https://www.gsmarena.com/zte-phones-f-62-0-p8.php","ZTE Libra","GSM / HSPA","2011, February. Released 2011, September","Discontinued","-","-","null","Mini-SIM","null","TFT, 256K colors","3.5 inches, 34.9 cm2","480 x 800 pixels, 5:3 ratio (~267 ppi density)","null","Android 2.1 (Eclair), upgradable to 2.2 (Froyo)","Qualcomm MSM7227 Snapdragon S1","600 MHz ARM 11","Adreno 200","microSD (dedicated slot)","null","null","Single","3.15 MP","null","Yes","","null","null","Yes","Wi-Fi 802.11 b/g, hotspot (Android 2.2)","2.1, A2DP","null","FM radio","microUSB 2.0","Accelerometer, proximity, compass","MP4/H.264 player

MP3/WAV/eAAC+ player

Organizer

Voice memo

Predictive text input","Removable Li-Ion battery","null","Black, Silver","null","null","null","About 190 EUR"
"1672838154-12794","https://www.gsmarena.com/makers.php3","ZTE
346 devices","https://www.gsmarena.com/zte-phones-62.php","U900","https://www.gsmarena.com/zte_u900-3791.php","8","https://www.gsmarena.com/zte-phones-f-62-0-p8.php","ZTE U900","GSM / HSPA","2011, February. Released 2011, Q3","Discontinued","-","-","null","Mini-SIM","null","TFT, 256K colors","3.5 inches, 34.9 cm2","480 x 800 pixels, 5:3 ratio (~267 ppi density)","null","Android-based OPhone 2.0","null","null","null","microSD (dedicated slot)","null","null","Single","3.15 MP, AF","null","Yes","Single","null","","Yes","Wi-Fi 802.11 b/g","2.1, A2DP","null","null","microUSB 2.0","Accelerometer, proximity, compass","CMMB Mobile TV

MP4/H.264 player

MP3/WAV/eAAC+ player

Organizer

Voice memo

Predictive text input","Removable Li-Ion battery","null","White","null","null","null","null"
"1672838156-12795","https://www.gsmarena.com/makers.php3","ZTE
346 devices","https://www.gsmarena.com/zte-phones-62.php","Racer II","https://www.gsmarena.com/zte_racer_ii-4290.php","8","https://www.gsmarena.com/zte-phones-f-62-0-p8.php","ZTE Racer II","GSM / HSPA","2011, August. Released 2011, September","Discontinued","104 x 55.4 x 13.5 mm (4.09 x 2.18 x 0.53 in)","100 g (3.53 oz)","null","Mini-SIM","null","TFT, 256K colors","2.8 inches, 24.3 cm2 (~42.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)","null","Android 2.2 (Froyo)","null","500 MHz ARM 11","null","microSDHC (dedicated slot)","256MB 512MB RAM","null","Single","3.15 MP","null","Yes","","null","null","Yes","Wi-Fi 802.11 b/g","2.1, A2DP, EDR","Optional","Stereo FM radio, RDS","microUSB","Accelerometer, proximity, compass","MP4/H.264 player

MP3/WAV/eAAC+ player

Organizer

Document viewer

Voice memo

Predictive text input","Removable Li-Ion 1100 mAh battery","null","Black","null","null","null","About 200 EUR"
"1672838158-12796","https://www.gsmarena.com/makers.php3","ZTE
346 devices","https://www.gsmarena.com/zte-phones-62.php","Amigo","https://www.gsmarena.com/zte_amigo-3785.php","8","https://www.gsmarena.com/zte-phones-f-62-0-p8.php","ZTE Amigo","GSM / HSPA","2011, February. Released 2011, Q3","Discontinued","-","120 g (4.23 oz)","null","Mini-SIM","null","TFT, 256K colors","3.2 inches, 30.5 cm2","320 x 480 pixels, 3:2 ratio (~180 ppi density)","null","Android 2.2 (Froyo)","null","null","null","microSD (dedicated slot)","null","null","Single","3.15 MP, AF","null","Yes","","null","null","Yes","Wi-Fi 802.11 b/g, hotspot","2.1, A2DP","null","FM radio","microUSB 2.0","Accelerometer, proximity, compass","MP4/H.264 player

MP3/WAV/eAAC+ player

Organizer

Voice memo

Predictive text input","Removable Li-Ion battery","null","Black","null","null","null","null"
"1672838160-12797","https://www.gsmarena.com/makers.php3","ZTE
346 devices","https://www.gsmarena.com/zte-phones-62.php","V821","https://www.gsmarena.com/zte_v821-4042.php","8","https://www.gsmarena.com/zte-phones-f-62-0-p8.php","ZTE V821","GSM","2011, June. Released 2011, June","Discontinued","116 x 56.5 x 11.8 mm (4.57 x 2.22 x 0.46 in)","120 g (4.23 oz)","null","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","null","TFT resistive touchscreen, 65K colors","","320 x 240 pixels, 4:3 ratio","null","Android 2.2 (Froyo)","Mediatek MT6516","416 MHz","null","microSDHC (dedicated slot)","256MB","null","Single","2 MP, AF","null","Yes","","null","null","Yes","Wi-Fi 802.11 b/g, hotspot","2.1, A2DP","null","FM radio","microUSB 2.0","","MP4/H.264 player

MP3/WAV/eAAC+ player

Organizer

Voice memo

Predictive text input","Removable Li-Ion battery","null","Black","null","null","null","About 220 EUR"
"1672838162-12798","https://www.gsmarena.com/makers.php3","ZTE
346 devices","https://www.gsmarena.com/zte-phones-62.php","Skate","https://www.gsmarena.com/zte_skate-3784.php","8","https://www.gsmarena.com/zte-phones-f-62-0-p8.php","ZTE Skate","GSM / HSPA","2011, February. Released 2011, September","Discontinued","125.9 x 67.8 x 10.4 mm (4.96 x 2.67 x 0.41 in)","120 g (4.23 oz)","null","Mini-SIM","null","TFT","4.3 inches, 52.6 cm2 (~61.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)","null","Android 2.3 (Gingerbread)","null","800MHz","null","microSDHC (dedicated slot)","512MB RAM","null","Single","5 MP, AF","LED flash","Yes","","null","null","Yes","Wi-Fi 802.11 b/g, hotspot","2.1, A2DP, EDR","null","null","microUSB 2.0","Accelerometer, proximity, compass","MP4/H.264 player

MP3/WAV/eAAC+ player

Organizer

Voice memo

Predictive text input","Removable Li-Ion 1400 mAh battery","null","Black","null","null","null","About 250 EUR"
"1672838165-12799","https://www.gsmarena.com/makers.php3","ZTE
346 devices","https://www.gsmarena.com/zte-phones-62.php","N721","https://www.gsmarena.com/zte_n721-4760.php","8","https://www.gsmarena.com/zte-phones-f-62-0-p8.php","ZTE N721","GSM / HSPA","2011","Discontinued","106 x 56.2 x 14.2 mm (4.17 x 2.21 x 0.56 in)","105 g (3.70 oz)","null","Mini-SIM","null","TFT, 56K colors","2.8 inches, 24.3 cm2 (~40.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)","null","Android OS","null","null","null","microSDHC (dedicated slot)","150MB","null","Single","2 MP","null","Yes","","null","null","Yes","Wi-Fi 802.11 b/g","2.1","null","null","microUSB 2.0","Accelerometer","MP4/H.264 player

MP3/WAV/eAAC+ player

Organizer

Voice memo

Predictive text input","Removable Li-Ion 1100 mAh battery","null","Black","null","null","null","null"
"1672838167-12800","https://www.gsmarena.com/makers.php3","ZTE
346 devices","https://www.gsmarena.com/zte-phones-62.php","V9","https://www.gsmarena.com/zte_v9-3903.php","8","https://www.gsmarena.com/zte-phones-f-62-0-p8.php","ZTE V9","GSM / HSPA","2010, October. Released 2011, Q1","Discontinued","192 x 110 x 12.6 mm (7.56 x 4.33 x 0.50 in)","403 g (14.22 oz)","null","Mini-SIM","null","TFT resistive touchscreen, 256K colors","7.0 inches, 139.5 cm2 (~66.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~133 ppi density)","null","Android 2.1 (Eclair), upgradable to 2.2 (Froyo)","null","null","null","microSDHC (dedicated slot)","512MB 512MB RAM","null","Single","3.15 MP","null","Yes","","null","null","Yes","Wi-Fi 802.11 b/g/n, hotspot (Android 2.2)","2.1, A2DP, EDR","null","No","microUSB 2.0","Accelerometer, compass","MP4/H.264 player

MP3/WAV/eAAC+ player

Document viewer/editor

Organizer

Voice memo

Predictive text input","Non-removable Li-Ion 3400 mAh battery","null","Black","null","null","null","About 170 EUR"
"1672838169-12801","https://www.gsmarena.com/makers.php3","ZTE
346 devices","https://www.gsmarena.com/zte-phones-62.php","V9+","https://www.gsmarena.com/zte_v9+-3902.php","8","https://www.gsmarena.com/zte-phones-f-62-0-p8.php","ZTE V9+","GSM / HSPA","2011, February. Released 2011, Q3","Discontinued","-","-","null","Mini-SIM","null","TFT, 256K colors","7.0 inches, 137.9 cm2","600 x 1024 pixels, 16:9 ratio (~170 ppi density)","null","Android 2.2 (Froyo)","Qualcomm MSM8255 Snapdragon S2","1.0 GHz Scorpion","Adreno 205","microSDHC (dedicated slot)","4GB 512MB RAM","null","Single","5 MP, AF","null","Yes","","null","null","Yes","Wi-Fi 802.11 b/g/n, DLNA, hotspot","2.1, A2DP, EDR","null","No","microUSB 2.0","Accelerometer, compass","MP4/H.264 player

MP3/WAV/eAAC+ player

Document viewer/editor

Organizer

Voice memo

Predictive text input","Non-removable Li-Ion battery","null","Black","null","null","null","null"
"1672838171-12802","https://www.gsmarena.com/makers.php3","ZTE
346 devices","https://www.gsmarena.com/zte-phones-62.php","Avail","https://www.gsmarena.com/zte_avail-4244.php","8","https://www.gsmarena.com/zte-phones-f-62-0-p8.php","ZTE Avail","GSM / HSPA","2011, October. Released 2011, December","Discontinued","116 x 62 x 13 mm (4.57 x 2.44 x 0.51 in)","127 g (4.48 oz)","null","Mini-SIM","null","TFT, 256K colors","3.5 inches, 36.5 cm2 (~50.7% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","null","Android 2.3 (Gingerbread)","null","null","null","microSDHC (dedicated slot)","512MB 512MB RAM","null","Single","5 MP, AF","null","Yes","","null","null","Yes","Wi-Fi 802.11 b/g, hotspot","2.0, A2DP","null","No","microUSB 2.0","Accelerometer, proximity, compass","MP4/H.264 player

MP3/WAV/eAAC+ player

Organizer

Voice memo/dial

Predictive text input","Removable Li-Ion 1800 mAh battery","null","Black","null","null","null","About 330 EUR"
"1672838173-12803","https://www.gsmarena.com/makers.php3","ZTE
346 devices","https://www.gsmarena.com/zte-phones-62.php","Score","https://www.gsmarena.com/zte_score-4311.php","8","https://www.gsmarena.com/zte-phones-f-62-0-p8.php","ZTE Score","CDMA / EVDO","2011, September. Released 2011, September","Discontinued","112 x 61.4 x 12.5 mm (4.41 x 2.42 x 0.49 in)","122 g (4.30 oz)","null","Mini-SIM","null","TFT, 256K colors","3.5 inches, 36.5 cm2 (~53.0% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","null","Android 2.3.4 (Gingerbread)","null","600 MHz","null","microSDHC (dedicated slot), 4 GB included","512MB","null","Single","3.15 MP","null","320p@15fps","","null","null","Yes","Wi-Fi 802.11 b/g, hotspot","2.1, A2DP, EDR","null","No","microUSB 2.0","Accelerometer, proximity, compass","MP4/H.264 player

MP3/WAV/eAAC+ player

Organizer

Voice memo

Predictive text input","Removable Li-Ion 1200 mAh battery","null","Black","null","null","null","About 90 EUR"
"1672838175-12804","https://www.gsmarena.com/makers.php3","ZTE
346 devices","https://www.gsmarena.com/zte-phones-62.php","Warp","https://www.gsmarena.com/zte_warp-4313.php","8","https://www.gsmarena.com/zte-phones-f-62-0-p8.php","ZTE Warp","CDMA / EVDO","2011, September. Released 2011, October","Discontinued","130 x 69 x 11 mm (5.12 x 2.72 x 0.43 in)","140 g (4.94 oz)","null","Mini-SIM","null","TFT","4.3 inches, 52.6 cm2 (~58.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)","null","Android 2.3 (Gingerbread)","Qualcomm MSM8655 Snapdragon S2","1.0 GHz","Adreno 205","microSDHC (dedicated slot)","4GB 512MB RAM","null","Single","5 MP, AF","LED flash","Yes","","null","null","Yes","Wi-Fi 802.11 b/g, hotspot","3.0, A2DP, EDR","null","No","microUSB 2.0","Accelerometer, proximity, compass","MP4/H.264 player

MP3/WAV/eAAC+ player

Organizer

Voice memo

Predictive text input","Removable Li-Ion 1600 mAh battery","null","Black","null","null","null","null"
"1672838177-12805","https://www.gsmarena.com/makers.php3","ZTE
346 devices","https://www.gsmarena.com/zte-phones-62.php","Tania","https://www.gsmarena.com/zte_tania-4304.php","8","https://www.gsmarena.com/zte-phones-f-62-0-p8.php","ZTE Tania","GSM / HSPA","2011, September. Released 2012, February","Discontinued","128.6 x 67.8 x 10.5 mm (5.06 x 2.67 x 0.41 in)","158 g (5.57 oz)","null","Mini-SIM","null","TFT","4.3 inches, 52.6 cm2 (~60.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)","null","Microsoft Windows Phone 7.5 Mango","Qualcomm MSM8255 Snapdragon S2","1.0 GHz Scorpion","Adreno 205","No","4GB 512MB RAM","null","Single","5 MP, AF","LED flash","720p@30fps","","null","null","Yes","Wi-Fi 802.11 b/g/n","3.0, A2DP, EDR","null","Stereo FM radio, RDS","microUSB 2.0","Accelerometer, proximity, compass","MP3/WAV/eAAC+/WMA player

MP4/H.264/WMV player

Document viewer

Voice memo/command/dial

Predictive text input","Removable Li-Ion 1400 mAh battery","null","White, Black","null","null","null","About 210 EUR"
"1672838180-12806","https://www.gsmarena.com/makers.php3","ZTE
346 devices","https://www.gsmarena.com/zte-phones-62.php","Memo","https://www.gsmarena.com/zte_memo-4310.php","8","https://www.gsmarena.com/zte-phones-f-62-0-p8.php","ZTE Memo","CDMA / EVDO","2011, October. Released 2011, October","Discontinued","114 x 61 x 13 mm (4.49 x 2.40 x 0.51 in)","111 g (3.92 oz)","null","Mini-SIM","null","TFT, 256K colors","2.4 inches, 17.8 cm2 (~25.7% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~167 ppi density)","null","null","null","null","null","microSDHC (dedicated slot)","null","null","","2 MP","null","320p","Loudspeaker","null","null","Yes","No","2.1, A2DP","null","null","Proprietary","","MP3/eAAC+ player

MP4/H.263 player

Organizer

Voice memo

Predictive text input","Removable Li-Ion 1150 mAh battery","null","Gray","null","null","null","null"
